0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.495819397993310762e-01 6.744035820474021421e+03 1.534898665053783043e+04 2.847667124184320346e+04 1.843185484296291406e+03 1.695896699173557499e+04 2.968540882945189514e+04 7.642020964672274204e+03 3.821124091931201110e+04 1.066197049288002927e+04 3.305365907845849271e+00 1.753252841449114863e+00 1.299787809013210227e+00 1.039812043520566220e+00 3.039787306624775365e+00 4.188076783662108227e+00 3.348869771832031716e+00 2.485458105117016370e+00 1.399933867319964831e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.240180032733223303e-01 8.072339350954679276e+02 1.633802336958770320e+04 3.229386425565370519e+04 4.841463314571849992e+02 2.215759954143020877e+03 4.502907956942879537e+04 1.802064288853300411e+02 3.380701951914661186e+04 1.822157283561959412e+04 1.096318210609787958e+00 6.662719223996770301e-01 3.985980214910211927e-01 2.041733417807247986e-01 3.647641252872912965e-01 2.025838123544184688e-01 6.244497683993467663e-02 1.357712768082640076e-01 1.995868348919364044e-01
2.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.444762684124385244e-01 1.960157379998089527e+04 1.181233873481231058e+04 1.766638951066250957e+04 5.252719623727572298e+02 1.731840151350199676e+03 4.544706045486989751e+04 1.887598656578020098e+02 3.159907422497110383e+04 2.052743447785940225e+04 1.554341969648998512e-01 6.062110968649068177e-01 2.521035337330670423e-01 9.274251196110058770e-02 1.010087401232820231e-01 1.316900899433976202e-01 5.829330272712031358e-02 7.859895385723272843e-02 1.121392142116555551e-01
3.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.768003273322422464e-01 1.910516160000629679e+04 1.249432081978340102e+04 1.749463493769220077e+04 5.584654328692698755e+02 1.758959052330600343e+03 4.530988231848569558e+04 1.906269879343520586e+02 3.122046424601780382e+04 2.094804234619159979e+04 9.585095612356010764e-02 9.293124738135408180e-02 1.129178261993856458e-01 8.791288715006419230e-02 8.966891492230291694e-02 1.305201841416186725e-01 5.546919884450222937e-02 6.897338586734945431e-02 1.038032764972211114e-01
4.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.119885433715220424e-01 1.895469131478809504e+04 1.279860705667719776e+04 1.737623705701030121e+04 5.756582519804195499e+02 1.794560073237500319e+03 4.532719023066941008e+04 1.917580809099550834e+02 3.090534826241409974e+04 2.127372716943600608e+04 9.488470748076933969e-02 9.227178664001911557e-02 1.161804089125507977e-01 8.404805866999359720e-02 9.060706070971694115e-02 1.286165979115584390e-01 5.248893035923380551e-02 6.752496034146064641e-02 1.025177860788589190e-01
5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.396072013093289765e-01 1.878641091823020543e+04 1.316830663377830024e+04 1.727096961604389799e+04 5.753323022292260021e+02 1.793096522883799935e+03 4.531120522663170414e+04 1.915882902823990150e+02 3.061460656590459621e+04 2.160106440191570800e+04 8.706807660086759992e-02 9.201165180651675601e-02 1.178200045627802867e-01 8.914761595313991371e-02 9.318685628994870240e-02 1.240687045591979537e-01 5.220447298806964870e-02 7.093024360866599654e-02 1.004108753604360665e-01
6.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.513795986622073597e-01 1.865504877418109754e+04 1.333013043736030158e+04 1.717312507883470244e+04 5.870099546891331102e+02 1.867281076348400120e+03 4.523499760155598779e+04 1.869703616579759569e+02 3.039196634811620243e+04 2.181645851549490180e+04 8.728259198365174998e-02 9.201353146318358434e-02 1.078110833173435285e-01 8.469614546641264508e-02 8.998213429826552867e-02 1.315190877469764041e-01 5.272720710902995683e-02 7.120585253131019032e-02 1.068178603766399282e-01
7.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.574058919803599910e-01 1.856488762200569545e+04 1.337009162413969716e+04 1.725065515920800317e+04 5.920065564982073738e+02 1.889645661017699922e+03 4.517439551748277154e+04 1.825110628496120455e+02 3.038230782928368717e+04 2.191335531281690419e+04 8.790999053489634285e-02 8.343345667620934158e-02 1.078748521100247465e-01 8.593819304953495553e-02 8.835852434261645683e-02 1.210059401019309422e-01 5.002796814507211309e-02 6.704515151465126332e-02 1.021306092121548464e-01
8.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.653846153846154188e-01 1.847599288532909486e+04 1.339918328067429866e+04 1.716821114593250240e+04 6.131066692347208118e+02 1.913939594801600379e+03 4.507779280431657389e+04 1.813806998731979547e+02 3.030609218473529472e+04 2.189651701570060322e+04 8.954932269383471255e-02 8.408465987127469732e-02 1.092839161762057670e-01 8.656102921689719232e-02 8.396159751807108496e-02 1.272895211456927245e-01 5.195732745461000696e-02 6.850883148490587160e-02 1.027010015620616334e-01
9.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.682487725040916038e-01 1.855349457840199830e+04 1.337404249497579985e+04 1.722047763578369631e+04 6.055880760821080457e+02 1.919523711098599961e+03 4.507214350119049777e+04 1.817811205632529834e+02 3.027308711775319534e+04 2.196619769143599842e+04 8.943565683693195656e-02 9.046373870288280938e-02 1.111149714297299113e-01 8.691841064049807275e-02 8.583433410509784534e-02 1.271133156744626569e-01 4.963392518657454289e-02 6.592459469901158775e-02 1.051140578761166205e-01
